,N,p,infected,number_unvax,number_unvax_seats,ind,feet_apart
111,12,0.0,0.00280681553464468,12,48.0,0,3.0
112,12,0.0,0.005553779733163067,12,48.0,0,3.0
113,12,0.0,0.004805911367929183,12,48.0,0,3.0
114,12,0.0,0.004379511799421643,12,48.0,0,3.0
115,12,0.0,0.004405452807529797,12,48.0,0,3.0
116,12,0.0,0.0035210116558603843,12,48.0,0,3.0
117,12,0.0,0.003679011991480019,12,48.0,0,3.0
118,12,0.0,0.0035734741179100915,12,48.0,0,3.0
119,12,0.0,0.00521053672188132,12,48.0,0,3.0
120,12,0.0,0.004059660349578609,12,48.0,0,3.0
121,12,0.0,0.004107354529402141,12,48.0,0,3.0
122,12,0.0,0.0042995735746389485,12,48.0,0,3.0
123,12,0.0,0.003926667495745106,12,48.0,0,3.0
124,12,0.0,0.005080850148078131,12,48.0,0,3.0
125,12,0.0,0.005431574694584884,12,48.0,0,3.0
126,12,0.0,0.0037294592187038234,12,48.0,0,3.0
127,12,0.0,0.0050584219381734075,12,48.0,0,3.0
128,12,0.0,0.004305767139715422,12,48.0,0,3.0
129,12,0.0,0.003695367588788634,12,48.0,0,3.0
130,12,0.0,0.004110822889354382,12,48.0,0,3.0
131,12,0.0,0.00513982200948393,12,48.0,0,3.0
132,12,0.0,0.004678296577633079,12,48.0,0,3.0
133,12,0.0,0.0037279622870388662,12,48.0,0,3.0
134,12,0.0,0.0029981394369602565,12,48.0,0,3.0
135,12,0.0,0.0041679429902587994,12,48.0,0,3.0
136,12,0.0,0.0026471131078418253,12,48.0,0,3.0
137,12,0.0,0.005146548451137822,12,48.0,0,3.0
138,12,0.0,0.0038229054116715178,12,48.0,0,3.0
139,12,0.0,0.0032108673115184283,12,48.0,0,3.0
140,12,0.0,0.0019859257850720624,12,48.0,0,3.0
141,12,0.0,0.0041258399515597954,12,48.0,0,3.0
142,12,0.0,0.0034023896655175356,12,48.0,0,3.0
143,12,0.0,0.004534020385027038,12,48.0,0,3.0
144,12,0.0,0.004402550940042604,12,48.0,0,3.0
145,12,0.0,0.003610199421758331,12,48.0,0,3.0
146,12,0.0,0.004114205790374581,12,48.0,0,3.0
147,12,0.0,0.004971749175176843,12,48.0,0,3.0
148,12,0.0,0.0036147006723625807,12,48.0,0,3.0
149,12,0.0,0.004148998893304334,12,48.0,0,3.0
150,12,0.0,0.0026582910262139547,12,30.0,0,4.0
151,12,0.0,0.00385979463885866,12,30.0,0,4.0
152,12,0.0,0.004167543307206145,12,30.0,0,4.0
153,12,0.0,0.0031203071447839514,12,30.0,0,4.0
154,12,0.0,0.004781342373074593,12,30.0,0,4.0
155,12,0.0,0.00457957381016294,12,30.0,0,4.0
156,12,0.0,0.004076163848367842,12,30.0,0,4.0
157,12,0.0,0.004472822140013655,12,30.0,0,4.0
158,12,0.0,0.003944160748220571,12,30.0,0,4.0
159,12,0.0,0.004130210268111778,12,30.0,0,4.0
160,12,0.0,0.003771406236140473,12,30.0,0,4.0
161,12,0.0,0.003130233010724237,12,30.0,0,4.0
162,12,0.0,0.002419405402902197,12,30.0,0,4.0
163,12,0.0,0.0018489237846247564,12,30.0,0,4.0
164,12,0.0,0.003261471666825111,12,30.0,0,4.0
165,12,0.0,0.004553521854217424,12,30.0,0,4.0
166,12,0.0,0.005422390834868285,12,30.0,0,4.0
167,12,0.0,0.004512078529979591,12,30.0,0,4.0
168,12,0.0,0.003870391264348738,12,30.0,0,4.0
169,12,0.0,0.004081949047398559,12,30.0,0,4.0
170,12,0.0,0.004034116583827019,12,30.0,0,4.0
171,12,0.0,0.004036004561498774,12,30.0,0,4.0
172,12,0.0,0.002278424569655657,12,30.0,0,4.0
173,12,0.0,0.004048900518668352,12,30.0,0,4.0
174,12,0.0,0.0037432381391316882,12,30.0,0,4.0
175,12,0.0,0.004570214072138534,12,30.0,0,4.0
176,12,0.0,0.0028211018700453616,12,30.0,0,4.0
177,12,0.0,0.003771984605765666,12,30.0,0,4.0
178,12,0.0,0.004597382060264832,12,30.0,0,4.0
179,12,0.0,0.004071729906481747,12,30.0,0,4.0
180,12,0.0,0.0032720456025923106,12,30.0,0,4.0
181,12,0.0,0.004148692520331787,12,30.0,0,4.0
182,12,0.0,0.003454791541840696,12,30.0,0,4.0
183,12,0.0,0.004261467041562161,12,30.0,0,4.0
184,12,0.0,0.00407062479054332,12,30.0,0,4.0
185,12,0.0,0.002760261015638421,12,30.0,0,4.0
186,12,0.0,0.0037499098422182353,12,30.0,0,4.0
187,12,0.0,0.0033911615675967788,12,30.0,0,4.0
188,12,0.0,0.003218626822647175,12,30.0,0,4.0
189,12,0.0,0.004876200100226269,12,30.0,0,4.0
190,12,0.0,0.004933344921636662,12,30.0,0,4.0
191,12,0.0,0.00531027097892689,12,30.0,0,4.0
192,12,0.0,0.002840413750443971,12,30.0,0,4.0
193,12,0.0,0.003533906839012335,12,30.0,0,4.0
194,12,0.0,0.0036587099158282843,12,30.0,0,4.0
195,12,0.0,0.004015062469980846,12,30.0,0,4.0
196,12,0.0,0.0037750777868577057,12,30.0,0,4.0
197,12,0.0,0.0029507158075956497,12,30.0,0,4.0
198,12,0.0,0.004312174003104685,12,30.0,0,4.0
199,12,0.0,0.0018608106143226388,12,30.0,0,4.0
200,12,0.0,0.0035048846309897463,12,23.0,0,5.0
201,12,0.0,0.00490282737338632,12,23.0,0,5.0
202,12,0.0,0.0045823048091664376,12,23.0,0,5.0
203,12,0.0,0.003556264922584984,12,23.0,0,5.0
204,12,0.0,0.004395167658686305,12,23.0,0,5.0
205,12,0.0,0.00270786065522699,12,23.0,0,5.0
206,12,0.0,0.0038095008164219513,12,23.0,0,5.0
207,12,0.0,0.004460504042932079,12,23.0,0,5.0
208,12,0.0,0.002796364953415398,12,23.0,0,5.0
209,12,0.0,0.003701352177067574,12,23.0,0,5.0
210,12,0.0,0.005457595599538068,12,23.0,0,5.0
211,12,0.0,0.004064202732112943,12,23.0,0,5.0
212,12,0.0,0.003818460625678588,12,23.0,0,5.0
213,12,0.0,0.004276783980303289,12,23.0,0,5.0
214,12,0.0,0.0029692129444411908,12,23.0,0,5.0
215,12,0.0,0.004031122362310291,12,23.0,0,5.0
216,12,0.0,0.004171200017459298,12,23.0,0,5.0
217,12,0.0,0.004721574158806918,12,23.0,0,5.0
218,12,0.0,0.003559573646736869,12,23.0,0,5.0
219,12,0.0,0.003104754519893116,12,23.0,0,5.0
220,12,0.0,0.004131742647614178,12,23.0,0,5.0
221,12,0.0,0.00413857398068429,12,23.0,0,5.0
222,12,0.0,0.0025586139333745317,12,23.0,0,5.0
223,12,0.0,0.002704032533510259,12,23.0,0,5.0
224,12,0.0,0.004888281040443698,12,23.0,0,5.0
225,12,0.0,0.0024893642945781336,12,23.0,0,5.0
226,12,0.0,0.004663728065738781,12,23.0,0,5.0
227,12,0.0,0.0049846116728046175,12,23.0,0,5.0
228,12,0.0,0.004637249890571016,12,23.0,0,5.0
229,12,0.0,0.003579998724806077,12,23.0,0,5.0
230,12,0.0,0.003796825868832343,12,23.0,0,5.0
231,12,0.0,0.003535773528127395,12,23.0,0,5.0
232,12,0.0,0.003969926278175828,12,23.0,0,5.0
233,12,0.0,0.0042840943150489474,12,23.0,0,5.0
234,12,0.0,0.004871870647011112,12,23.0,0,5.0
235,12,0.0,0.005024816647343,12,23.0,0,5.0
236,12,0.0,0.004006758239767816,12,23.0,0,5.0
237,12,0.0,0.003907329121407566,12,23.0,0,5.0
238,12,0.0,0.002822313017732281,12,23.0,0,5.0
239,12,0.0,0.004187070883737487,12,23.0,0,5.0
240,12,0.0,0.00418318154163666,12,23.0,0,5.0
241,12,0.0,0.002819743389363971,12,23.0,0,5.0
242,12,0.0,0.004883055142257731,12,23.0,0,5.0
243,12,0.0,0.004553172354770818,12,23.0,0,5.0
244,12,0.0,0.003439006333692207,12,23.0,0,5.0
245,12,0.0,0.0037286040451554037,12,23.0,0,5.0
246,12,0.0,0.003769649962054422,12,23.0,0,5.0
247,12,0.0,0.003739805654637829,12,23.0,0,5.0
248,12,0.0,0.004344645142744907,12,23.0,0,5.0
249,12,0.0,0.004027722536823486,12,23.0,0,5.0
250,12,0.0,0.004188868776188737,12,19.0,0,6.0
251,12,0.0,0.00450033663747984,12,19.0,0,6.0
252,12,0.0,0.0027725594936302,12,19.0,0,6.0
253,12,0.0,0.003714308473594441,12,19.0,0,6.0
254,12,0.0,0.003790480940386254,12,19.0,0,6.0
255,12,0.0,0.004059540234133574,12,19.0,0,6.0
256,12,0.0,0.0022403043545542456,12,19.0,0,6.0
257,12,0.0,0.003251031138856164,12,19.0,0,6.0
258,12,0.0,0.002812861567451419,12,19.0,0,6.0
259,12,0.0,0.0028858903096169453,12,19.0,0,6.0
260,12,0.0,0.003907599061949263,12,19.0,0,6.0
261,12,0.0,0.004708875894756659,12,19.0,0,6.0
262,12,0.0,0.0029563793036923025,12,19.0,0,6.0
263,12,0.0,0.0031818300237214103,12,19.0,0,6.0
264,12,0.0,0.004462100461011254,12,19.0,0,6.0
265,12,0.0,0.0033399245310563597,12,19.0,0,6.0
266,12,0.0,0.00316197559910536,12,19.0,0,6.0
267,12,0.0,0.0029268671921111045,12,19.0,0,6.0
268,12,0.0,0.0034396121949092917,12,19.0,0,6.0
269,12,0.0,0.003546259478868219,12,19.0,0,6.0
270,12,0.0,0.003451283884373546,12,19.0,0,6.0
271,12,0.0,0.004081535771844336,12,19.0,0,6.0
272,12,0.0,0.003950084833868273,12,19.0,0,6.0
273,12,0.0,0.004084864416685985,12,19.0,0,6.0
274,12,0.0,0.0022417078346632646,12,19.0,0,6.0
275,12,0.0,0.004808760925323563,12,19.0,0,6.0
276,12,0.0,0.004344823867598047,12,19.0,0,6.0
277,12,0.0,0.0033604413928202126,12,19.0,0,6.0
278,12,0.0,0.0029095648572259325,12,19.0,0,6.0
279,12,0.0,0.003799996640196257,12,19.0,0,6.0
280,12,0.0,0.004361703209197376,12,19.0,0,6.0
281,12,0.0,0.003649453901942823,12,19.0,0,6.0
282,12,0.0,0.0015646062938741157,12,19.0,0,6.0
283,12,0.0,0.003815369316971906,12,19.0,0,6.0
284,12,0.0,0.004409154154272232,12,19.0,0,6.0
285,12,0.0,0.004482670910581521,12,19.0,0,6.0
286,12,0.0,0.003874445424232098,12,19.0,0,6.0
287,12,0.0,0.003909942354986096,12,19.0,0,6.0
288,12,0.0,0.005063491425651101,12,19.0,0,6.0
289,12,0.0,0.0034861380340019954,12,19.0,0,6.0
290,12,0.0,0.003773461762972996,12,19.0,0,6.0
291,12,0.0,0.003928512268663864,12,19.0,0,6.0
292,12,0.0,0.004893916737334303,12,19.0,0,6.0
293,12,0.0,0.0028028452950107363,12,19.0,0,6.0
294,12,0.0,0.0025813332433312075,12,19.0,0,6.0
295,12,0.0,0.0034756414835830363,12,19.0,0,6.0
296,12,0.0,0.004413678297189194,12,19.0,0,6.0
297,12,0.0,0.004717858523366147,12,19.0,0,6.0
298,12,0.0,0.0038074281510779295,12,19.0,0,6.0
299,12,0.0,0.0026225839923776917,12,19.0,0,6.0
300,12,0.1,0.0045101709992817485,11,94.0,0,1.0
301,12,0.1,0.0037838589809053857,11,94.0,0,1.0
302,12,0.1,0.005118543481030136,11,94.0,0,1.0
303,12,0.1,0.004516623882425019,11,94.0,0,1.0
304,12,0.1,0.004352416905305301,11,94.0,0,1.0
305,12,0.1,0.003221107067911566,11,94.0,0,1.0
306,12,0.1,0.003121407089217265,11,94.0,0,1.0
307,12,0.1,0.00366837457059066,11,94.0,0,1.0
308,12,0.1,0.003762099518526907,11,94.0,0,1.0
309,12,0.1,0.0032033484274235358,11,94.0,0,1.0
310,12,0.1,0.003097755833129545,11,94.0,0,1.0
311,12,0.1,0.0041795321277146025,11,94.0,0,1.0
312,12,0.1,0.0037253943641766263,11,94.0,0,1.0
313,12,0.1,0.0036021334371719727,11,94.0,0,1.0
314,12,0.1,0.00560068279122905,11,94.0,0,1.0
315,12,0.1,0.003769655377049208,11,94.0,0,1.0
316,12,0.1,0.0033616142288727113,11,94.0,0,1.0
317,12,0.1,0.005488892769833553,11,94.0,0,1.0
318,12,0.1,0.004397753621089406,11,94.0,0,1.0
319,12,0.1,0.004738957346105854,11,94.0,0,1.0
320,12,0.1,0.0035526860937291627,11,94.0,0,1.0
321,12,0.1,0.0030778974927490044,11,94.0,0,1.0
322,12,0.1,0.0043255219947054835,11,94.0,0,1.0
323,12,0.1,0.0033104301224168298,11,94.0,0,1.0
324,12,0.1,0.005571688683426834,11,94.0,0,1.0
325,12,0.1,0.004106083372227842,11,94.0,0,1.0
326,12,0.1,0.0030218177519247824,11,94.0,0,1.0
327,12,0.1,0.004346340651978031,11,94.0,0,1.0
328,12,0.1,0.0038530908962037813,11,94.0,0,1.0
329,12,0.1,0.0038825722700990273,11,94.0,0,1.0
330,12,0.1,0.003203769871411022,11,94.0,0,1.0
331,12,0.1,0.003380497852062292,11,94.0,0,1.0
332,12,0.1,0.004725501587282355,11,94.0,0,1.0
333,12,0.1,0.0030321393462573454,11,94.0,0,1.0
334,12,0.1,0.0043116414536719105,11,94.0,0,1.0
335,12,0.1,0.004216189571715767,11,94.0,0,1.0
336,12,0.1,0.004210512684098111,11,94.0,0,1.0
337,12,0.1,0.0034616788824716194,11,94.0,0,1.0
338,12,0.1,0.003673514593164451,11,94.0,0,1.0
339,12,0.1,0.003913469036389894,11,94.0,0,1.0
340,12,0.1,0.004086514325099544,11,94.0,0,1.0
341,12,0.1,0.003467300683876462,11,94.0,0,1.0
342,12,0.1,0.0049856366794091,11,94.0,0,1.0
343,12,0.1,0.0031826384380008177,11,94.0,0,1.0
344,12,0.1,0.0038375285518601476,11,94.0,0,1.0
345,12,0.1,0.00412045494519464,11,94.0,0,1.0
346,12,0.1,0.0036634839499865013,11,94.0,0,1.0
347,12,0.1,0.0031610428299069238,11,94.0,0,1.0
348,12,0.1,0.004625777480207094,11,94.0,0,1.0
349,12,0.1,0.0045495554512959835,11,94.0,0,1.0
350,12,0.1,0.0025222231820023477,11,61.0,0,2.0
351,12,0.1,0.002453569386593024,11,61.0,0,2.0
352,12,0.1,0.0032529555418115974,11,61.0,0,2.0
353,12,0.1,0.003792904079271686,11,61.0,0,2.0
354,12,0.1,0.003583371190214124,11,61.0,0,2.0
355,12,0.1,0.004423460958846492,11,61.0,0,2.0
356,12,0.1,0.005106059940481411,11,61.0,0,2.0
357,12,0.1,0.0022667304589097936,11,61.0,0,2.0
358,12,0.1,0.005148706791219593,11,61.0,0,2.0
359,12,0.1,0.003526072951554382,11,61.0,0,2.0
360,12,0.1,0.004988785428761355,11,61.0,0,2.0
361,12,0.1,0.005285761138486,11,61.0,0,2.0
362,12,0.1,0.004877034644072409,11,61.0,0,2.0
363,12,0.1,0.0029593825733640333,11,61.0,0,2.0
364,12,0.1,0.004645048634836391,11,61.0,0,2.0
365,12,0.1,0.0017231962055357375,11,61.0,0,2.0
366,12,0.1,0.0025783030662773765,11,61.0,0,2.0
367,12,0.1,0.002865575550592525,11,61.0,0,2.0
368,12,0.1,0.004809741574680393,11,61.0,0,2.0
369,12,0.1,0.0047660726402715126,11,61.0,0,2.0
370,12,0.1,0.0037344065268384297,11,61.0,0,2.0
371,12,0.1,0.0036985294708655747,11,61.0,0,2.0
372,12,0.1,0.004234820558376762,11,61.0,0,2.0
373,12,0.1,0.0036554468874577806,11,61.0,0,2.0
374,12,0.1,0.004017202959032962,11,61.0,0,2.0
375,12,0.1,0.004173947699907976,11,61.0,0,2.0
376,12,0.1,0.0022364518015906,11,61.0,0,2.0
377,12,0.1,0.0031124704397730296,11,61.0,0,2.0
378,12,0.1,0.0032650622895196157,11,61.0,0,2.0
379,12,0.1,0.004579098090923828,11,61.0,0,2.0
380,12,0.1,0.003313628811981939,11,61.0,0,2.0
381,12,0.1,0.004031842532079555,11,61.0,0,2.0
382,12,0.1,0.004488731526596124,11,61.0,0,2.0
383,12,0.1,0.0035836684764984916,11,61.0,0,2.0
384,12,0.1,0.004076908721775685,11,61.0,0,2.0
385,12,0.1,0.00350813782774706,11,61.0,0,2.0
386,12,0.1,0.002999559429362142,11,61.0,0,2.0
387,12,0.1,0.0039251419910568686,11,61.0,0,2.0
388,12,0.1,0.004474691773993067,11,61.0,0,2.0
389,12,0.1,0.002936648467289249,11,61.0,0,2.0
390,12,0.1,0.003497276150171813,11,61.0,0,2.0
391,12,0.1,0.0026248075142428773,11,61.0,0,2.0
392,12,0.1,0.004616066415363829,11,61.0,0,2.0
393,12,0.1,0.0019932305029370934,11,61.0,0,2.0
394,12,0.1,0.003849116334238345,11,61.0,0,2.0
395,12,0.1,0.0034736852255471407,11,61.0,0,2.0
396,12,0.1,0.0023660562186378353,11,61.0,0,2.0
397,12,0.1,0.00529551050631305,11,61.0,0,2.0
398,12,0.1,0.004379645282306721,11,61.0,0,2.0
399,12,0.1,0.004991038703766493,11,61.0,0,2.0
400,12,0.1,0.004246398787306704,11,48.0,0,3.0
401,12,0.1,0.004539605882312836,11,48.0,0,3.0
402,12,0.1,0.004073243674732052,11,48.0,0,3.0
403,12,0.1,0.0039856156345843274,11,48.0,0,3.0
404,12,0.1,0.004042520637589919,11,48.0,0,3.0
405,12,0.1,0.0031524380678209507,11,48.0,0,3.0
406,12,0.1,0.0029854608933590487,11,48.0,0,3.0
407,12,0.1,0.00493873932326272,11,48.0,0,3.0
408,12,0.1,0.0026241969479755545,11,48.0,0,3.0
409,12,0.1,0.0038244535139234648,11,48.0,0,3.0
410,12,0.1,0.004809071742087556,11,48.0,0,3.0
411,12,0.1,0.0034011935110307423,11,48.0,0,3.0
412,12,0.1,0.0027822278684722646,11,48.0,0,3.0
413,12,0.1,0.0008375560326982501,11,48.0,1,3.0
414,12,0.1,0.0046044382531976735,11,48.0,0,3.0
415,12,0.1,0.0029336837114192216,11,48.0,0,3.0
416,12,0.1,0.00408232596603797,11,48.0,0,3.0
417,12,0.1,0.003838403988308703,11,48.0,0,3.0
418,12,0.1,0.00429502367899981,11,48.0,0,3.0
419,12,0.1,0.003093244375068638,11,48.0,0,3.0
420,12,0.1,0.004273908770553669,11,48.0,0,3.0
421,12,0.1,0.0027300874725364466,11,48.0,0,3.0
422,12,0.1,0.0034022987445218034,11,48.0,0,3.0
423,12,0.1,0.004134782926914937,11,48.0,0,3.0
424,12,0.1,0.002875731482539834,11,48.0,0,3.0
425,12,0.1,0.003574380304793179,11,48.0,0,3.0
426,12,0.1,0.004022043497165062,11,48.0,0,3.0
427,12,0.1,0.0034848074660660533,11,48.0,0,3.0
428,12,0.1,0.0044424865769521205,11,48.0,0,3.0
429,12,0.1,0.003926338603307822,11,48.0,0,3.0
430,12,0.1,0.004722606412462249,11,48.0,0,3.0
431,12,0.1,0.003395523848802817,11,48.0,0,3.0
432,12,0.1,0.004837028338392724,11,48.0,0,3.0
433,12,0.1,0.004349513807502703,11,48.0,0,3.0
434,12,0.1,0.0029744494986068126,11,48.0,0,3.0
435,12,0.1,0.0037744265297876556,11,48.0,0,3.0
436,12,0.1,0.003814670117287422,11,48.0,0,3.0
437,12,0.1,0.0027757509367732913,11,48.0,0,3.0
438,12,0.1,0.00394070529442847,11,48.0,0,3.0
439,12,0.1,0.0030607404874836153,11,48.0,0,3.0
440,12,0.1,0.002120296649786968,11,48.0,0,3.0
441,12,0.1,0.002207998025371194,11,48.0,0,3.0
442,12,0.1,0.004963175697482947,11,48.0,0,3.0
443,12,0.1,0.003367998461302646,11,48.0,0,3.0
444,12,0.1,0.0009544090021322837,11,48.0,0,3.0
445,12,0.1,0.0027689022463835977,11,48.0,0,3.0
446,12,0.1,0.002207098398943508,11,48.0,0,3.0
447,12,0.1,0.003080395717750317,11,48.0,0,3.0
448,12,0.1,0.005097678466069788,11,48.0,0,3.0
449,12,0.1,0.004432617741660705,11,48.0,0,3.0
450,12,0.1,0.0026435682157215368,11,30.0,0,4.0
451,12,0.1,0.003481283771632593,11,30.0,0,4.0
452,12,0.1,0.002145812545227499,11,30.0,0,4.0
453,12,0.1,0.003274068933194929,11,30.0,0,4.0
454,12,0.1,0.004672659086270015,11,30.0,0,4.0
455,12,0.1,0.004044689695311465,11,30.0,0,4.0
456,12,0.1,0.0032438215201107123,11,30.0,0,4.0
457,12,0.1,0.003911583586849732,11,30.0,0,4.0
458,12,0.1,0.0026336117280756355,11,30.0,0,4.0
459,12,0.1,0.0034144316587112478,11,30.0,0,4.0
460,12,0.1,0.004462809191313699,11,30.0,0,4.0
461,12,0.1,0.0031962055580936344,11,30.0,0,4.0
462,12,0.1,0.003185773385856683,11,30.0,0,4.0
463,12,0.1,0.0038785882947773853,11,30.0,0,4.0
464,12,0.1,0.0035911439915882193,11,30.0,0,4.0
465,12,0.1,0.0014229987442478942,11,30.0,0,4.0
466,12,0.1,0.003504707781876615,11,30.0,0,4.0
467,12,0.1,0.0016408033049952753,11,30.0,0,4.0
468,12,0.1,0.0038973787678103777,11,30.0,0,4.0
469,12,0.1,0.0008919250456470296,11,30.0,1,4.0
470,12,0.1,0.003220216646701024,11,30.0,0,4.0
471,12,0.1,0.003645475444533197,11,30.0,0,4.0
472,12,0.1,0.004006136825997597,11,30.0,0,4.0
473,12,0.1,0.0035820504351246063,11,30.0,0,4.0
