,N,p,infected,number_unvax,number_unvax_seats,ind,feet_apart
190,36,0.0,0.007321073341567508,36,79.0,0,4.0
191,36,0.0,0.005879549906411596,36,79.0,0,4.0
192,36,0.0,0.006316507894649437,36,79.0,0,4.0
193,36,0.0,0.0072338801862463775,36,79.0,0,4.0
194,36,0.0,0.006566509797816034,36,79.0,0,4.0
195,36,0.0,0.005098407109800029,36,79.0,0,4.0
196,36,0.0,0.01233759591995609,36,79.0,0,4.0
197,36,0.0,0.007447079895315678,36,79.0,0,4.0
198,36,0.0,0.0042496834057087485,36,79.0,0,4.0
199,36,0.0,0.008191800480793598,36,79.0,0,4.0
200,36,0.0,0.007475494997239429,36,62.0,0,5.0
201,36,0.0,0.009917191813728965,36,62.0,0,5.0
202,36,0.0,0.0066157099545014475,36,62.0,0,5.0
203,36,0.0,0.003772221410376586,36,62.0,0,5.0
204,36,0.0,0.0057300165882536724,36,62.0,0,5.0
205,36,0.0,0.006076049116849003,36,62.0,0,5.0
206,36,0.0,0.0032503957772276326,36,62.0,0,5.0
207,36,0.0,0.005673617131984665,36,62.0,0,5.0
208,36,0.0,0.010762270138954477,36,62.0,0,5.0
209,36,0.0,0.010285395050061985,36,62.0,0,5.0
210,36,0.0,0.00888833033540437,36,62.0,0,5.0
211,36,0.0,0.006106813712782877,36,62.0,0,5.0
212,36,0.0,0.006123054116668469,36,62.0,0,5.0
213,36,0.0,0.005479614173458547,36,62.0,0,5.0
214,36,0.0,0.007343171187634612,36,62.0,0,5.0
215,36,0.0,0.009414809020276915,36,62.0,0,5.0
216,36,0.0,0.008978628193762939,36,62.0,0,5.0
217,36,0.0,0.00743708705833912,36,62.0,0,5.0
218,36,0.0,0.006021324676322548,36,62.0,0,5.0
219,36,0.0,0.006743165159243003,36,62.0,0,5.0
220,36,0.0,0.007007206524779042,36,62.0,0,5.0
221,36,0.0,0.010636055004117129,36,62.0,0,5.0
222,36,0.0,0.008552204048592471,36,62.0,0,5.0
223,36,0.0,0.008145811499725264,36,62.0,0,5.0
224,36,0.0,0.006244746773951926,36,62.0,0,5.0
225,36,0.0,0.005395574239448364,36,62.0,0,5.0
226,36,0.0,0.005786865339495351,36,62.0,0,5.0
227,36,0.0,0.01060437567619743,36,62.0,0,5.0
228,36,0.0,0.006872735754306691,36,62.0,0,5.0
229,36,0.0,0.009492576272839615,36,62.0,0,5.0
230,36,0.0,0.004636349653690086,36,62.0,0,5.0
231,36,0.0,0.008321690769909629,36,62.0,0,5.0
232,36,0.0,0.008354678309019481,36,62.0,0,5.0
233,36,0.0,0.008971858421206846,36,62.0,0,5.0
234,36,0.0,0.007637783669903531,36,62.0,0,5.0
235,36,0.0,0.007634835655080718,36,62.0,0,5.0
236,36,0.0,0.007796765335219336,36,62.0,0,5.0
237,36,0.0,0.005485524694507693,36,62.0,0,5.0
238,36,0.0,0.006249309476561216,36,62.0,0,5.0
239,36,0.0,0.005643150425227006,36,62.0,0,5.0
240,36,0.0,0.009059144823098442,36,62.0,0,5.0
241,36,0.0,0.006939870946077731,36,62.0,0,5.0
242,36,0.0,0.007878789061411817,36,62.0,0,5.0
243,36,0.0,0.006943444179916658,36,62.0,0,5.0
244,36,0.0,0.0074656331259363995,36,62.0,0,5.0
245,36,0.0,0.009558801870412692,36,62.0,0,5.0
246,36,0.0,0.006509773933083385,36,62.0,0,5.0
247,36,0.0,0.0065362856189976615,36,62.0,0,5.0
248,36,0.0,0.004225758675297953,36,62.0,0,5.0
249,36,0.0,0.007938489206006927,36,62.0,0,5.0
250,36,0.0,0.0082312591487258,36,50.0,0,6.0
251,36,0.0,0.005781195018168872,36,50.0,0,6.0
252,36,0.0,0.004784414274740634,36,50.0,0,6.0
253,36,0.0,0.009051267168168398,36,50.0,0,6.0
254,36,0.0,0.008626419165704391,36,50.0,0,6.0
255,36,0.0,0.004541839627086541,36,50.0,0,6.0
256,36,0.0,0.008004255754156642,36,50.0,0,6.0
257,36,0.0,0.0055102440642765815,36,50.0,0,6.0
258,36,0.0,0.006147787330126997,36,50.0,0,6.0
259,36,0.0,0.006815377477027762,36,50.0,0,6.0
260,36,0.0,0.004837664136394748,36,50.0,0,6.0
261,36,0.0,0.008072290648961644,36,50.0,0,6.0
262,36,0.0,0.00895885660404927,36,50.0,0,6.0
263,36,0.0,0.007914619756379637,36,50.0,0,6.0
264,36,0.0,0.007214064169347334,36,50.0,0,6.0
265,36,0.0,0.0072935136746389295,36,50.0,0,6.0
266,36,0.0,0.008547146467776545,36,50.0,0,6.0
267,36,0.0,0.0039017762110720167,36,50.0,0,6.0
268,36,0.0,0.009689120824615816,36,50.0,0,6.0
269,36,0.0,0.00968307844321259,36,50.0,0,6.0
270,36,0.0,0.004655579450745795,36,50.0,0,6.0
271,36,0.0,0.008203817527499213,36,50.0,0,6.0
272,36,0.0,0.004038775862465482,36,50.0,0,6.0
273,36,0.0,0.005951011222138369,36,50.0,0,6.0
274,36,0.0,0.005240572090282614,36,50.0,0,6.0
275,36,0.0,0.010092823270534512,36,50.0,0,6.0
276,36,0.0,0.006354372687842447,36,50.0,0,6.0
277,36,0.0,0.00496155201560311,36,50.0,0,6.0
278,36,0.0,0.007831628496572152,36,50.0,0,6.0
279,36,0.0,0.008215371839011554,36,50.0,0,6.0
280,36,0.0,0.008365501904587958,36,50.0,0,6.0
281,36,0.0,0.004384693083408053,36,50.0,0,6.0
282,36,0.0,0.007856546927082264,36,50.0,0,6.0
283,36,0.0,0.006786626902132942,36,50.0,0,6.0
284,36,0.0,0.004570302545403027,36,50.0,0,6.0
285,36,0.0,0.006640507902627157,36,50.0,0,6.0
286,36,0.0,0.008112862727426284,36,50.0,0,6.0
287,36,0.0,0.004560883372712321,36,50.0,0,6.0
288,36,0.0,0.0042299068821738395,36,50.0,0,6.0
289,36,0.0,0.006893748454229964,36,50.0,0,6.0
290,36,0.0,0.004775220934018942,36,50.0,0,6.0
291,36,0.0,0.004620335715611823,36,50.0,0,6.0
292,36,0.0,0.007521921984982027,36,50.0,0,6.0
293,36,0.0,0.004994915748376294,36,50.0,0,6.0
294,36,0.0,0.009322732159520064,36,50.0,0,6.0
295,36,0.0,0.00524450027309753,36,50.0,0,6.0
296,36,0.0,0.006877097224242679,36,50.0,0,6.0
297,36,0.0,0.006526200246155689,36,50.0,0,6.0
298,36,0.0,0.006557695220661519,36,50.0,0,6.0
299,36,0.0,0.009619218115512917,36,50.0,0,6.0
300,36,0.1,0.008191787916311255,32,294.0,0,1.0
301,36,0.1,0.00739244429968311,32,294.0,0,1.0
302,36,0.1,0.003985624620204353,32,294.0,0,1.0
303,36,0.1,0.0033271254231231895,32,294.0,0,1.0
304,36,0.1,0.006454896109992947,32,294.0,0,1.0
305,36,0.1,0.008420887889007744,32,294.0,0,1.0
306,36,0.1,0.006635441443319845,32,294.0,0,1.0
307,36,0.1,0.006519691077603529,32,294.0,0,1.0
308,36,0.1,0.0031176575576530308,32,294.0,0,1.0
309,36,0.1,0.0060372772056966895,32,294.0,0,1.0
310,36,0.1,0.008140380122364177,32,294.0,0,1.0
311,36,0.1,0.005695868446267904,32,294.0,0,1.0
312,36,0.1,0.00879406386360626,32,294.0,0,1.0
313,36,0.1,0.010817374584640493,32,294.0,0,1.0
314,36,0.1,0.008109014476710086,32,294.0,0,1.0
315,36,0.1,0.005285251706375393,32,294.0,0,1.0
316,36,0.1,0.004882322175740139,32,294.0,0,1.0
317,36,0.1,0.004627754412904972,32,294.0,0,1.0
318,36,0.1,0.0032788643842055487,32,294.0,0,1.0
319,36,0.1,0.006075675956397464,32,294.0,0,1.0
320,36,0.1,0.004695667092346034,32,294.0,0,1.0
321,36,0.1,0.007920107912863572,32,294.0,0,1.0
322,36,0.1,0.004765978126730408,32,294.0,0,1.0
323,36,0.1,0.005392355202834875,32,294.0,0,1.0
324,36,0.1,0.010538125071703042,32,294.0,0,1.0
325,36,0.1,0.010184550332256403,32,294.0,0,1.0
326,36,0.1,0.006311749783274867,32,294.0,0,1.0
327,36,0.1,0.0063138648200263825,32,294.0,0,1.0
328,36,0.1,0.008453604602647213,32,294.0,0,1.0
329,36,0.1,0.005032186095629387,32,294.0,0,1.0
330,36,0.1,0.0076092971917817165,32,294.0,0,1.0
331,36,0.1,0.0048199080930573235,32,294.0,0,1.0
332,36,0.1,0.005227055909367007,32,294.0,0,1.0
333,36,0.1,0.008033774161690044,32,294.0,0,1.0
334,36,0.1,0.010152055793373305,32,294.0,0,1.0
335,36,0.1,0.005758910200630352,32,294.0,0,1.0
336,36,0.1,0.007384099006302658,32,294.0,0,1.0
337,36,0.1,0.009724341979946094,32,294.0,0,1.0
338,36,0.1,0.005314716526564123,32,294.0,0,1.0
339,36,0.1,0.004994004341493441,32,294.0,0,1.0
340,36,0.1,0.006790204955707924,32,294.0,0,1.0
341,36,0.1,0.0069748212890968775,32,294.0,0,1.0
342,36,0.1,0.00947582124619717,32,294.0,0,1.0
343,36,0.1,0.008057892554361845,32,294.0,0,1.0
344,36,0.1,0.009379009539489669,32,294.0,0,1.0
345,36,0.1,0.007694504609002117,32,294.0,0,1.0
346,36,0.1,0.008750015885440776,32,294.0,0,1.0
347,36,0.1,0.004175284014746317,32,294.0,0,1.0
348,36,0.1,0.00751507004634977,32,294.0,0,1.0
349,36,0.1,0.00926100558881715,32,294.0,0,1.0
350,36,0.1,0.007320129248689189,32,161.0,0,2.0
351,36,0.1,0.0067310728129267305,32,161.0,0,2.0
352,36,0.1,0.00811696622780178,32,161.0,0,2.0
353,36,0.1,0.00884562126381594,32,161.0,0,2.0
354,36,0.1,0.0074896186870140324,32,161.0,0,2.0
355,36,0.1,0.008574201337238962,32,161.0,0,2.0
356,36,0.1,0.0050160128787436475,32,161.0,0,2.0
357,36,0.1,0.008669474896786489,32,161.0,0,2.0
358,36,0.1,0.00849635398249804,32,161.0,0,2.0
359,36,0.1,0.00888695128017103,32,161.0,0,2.0
360,36,0.1,0.008943444413483492,32,161.0,0,2.0
361,36,0.1,0.004468680466807262,32,161.0,0,2.0
362,36,0.1,0.00429528153351022,32,161.0,0,2.0
363,36,0.1,0.00588785635254363,32,161.0,0,2.0
364,36,0.1,0.007385472107382385,32,161.0,0,2.0
365,36,0.1,0.012482595770002658,32,161.0,0,2.0
366,36,0.1,0.002993229919914575,32,161.0,0,2.0
367,36,0.1,0.005757680430139467,32,161.0,0,2.0
368,36,0.1,0.009547037603899966,32,161.0,0,2.0
369,36,0.1,0.007828425282748075,32,161.0,0,2.0
370,36,0.1,0.004016421665355874,32,161.0,0,2.0
371,36,0.1,0.010425415842681418,32,161.0,0,2.0
372,36,0.1,0.010370645791041855,32,161.0,0,2.0
373,36,0.1,0.007087871698501225,32,161.0,0,2.0
374,36,0.1,0.007686064749122146,32,161.0,0,2.0
375,36,0.1,0.00693618120516537,32,161.0,0,2.0
376,36,0.1,0.004048460335320581,32,161.0,0,2.0
377,36,0.1,0.0075961808589142255,32,161.0,0,2.0
378,36,0.1,0.009705191157260318,32,161.0,0,2.0
379,36,0.1,0.007843826254156139,32,161.0,0,2.0
380,36,0.1,0.008818944790463967,32,161.0,0,2.0
381,36,0.1,0.0015574814781069424,32,161.0,1,2.0
382,36,0.1,0.005963826078127843,32,161.0,0,2.0
383,36,0.1,0.0077150005166798374,32,161.0,0,2.0
384,36,0.1,0.007782353274481402,32,161.0,0,2.0
385,36,0.1,0.008508186201230172,32,161.0,0,2.0
386,36,0.1,0.00575011368821432,32,161.0,0,2.0
387,36,0.1,0.00423862652439877,32,161.0,0,2.0
388,36,0.1,0.004239114719872816,32,161.0,0,2.0
389,36,0.1,0.005752910456619076,32,161.0,0,2.0
390,36,0.1,0.004715950656924539,32,161.0,0,2.0
391,36,0.1,0.006319849448141457,32,161.0,0,2.0
392,36,0.1,0.005011496972286089,32,161.0,0,2.0
393,36,0.1,0.009399156317340118,32,161.0,0,2.0
394,36,0.1,0.006624052920103929,32,161.0,0,2.0
395,36,0.1,0.007609209395801453,32,161.0,0,2.0
396,36,0.1,0.004162980649858761,32,161.0,0,2.0
397,36,0.1,0.0010772541241980405,32,161.0,1,2.0
398,36,0.1,0.0060897257016414574,32,161.0,0,2.0
399,36,0.1,0.005795485383522925,32,161.0,0,2.0
400,36,0.1,0.006696990281577775,32,148.0,0,3.0
401,36,0.1,0.006126461940930805,32,148.0,0,3.0
402,36,0.1,0.006555399878508283,32,148.0,0,3.0
403,36,0.1,0.006716747247932808,32,148.0,0,3.0
404,36,0.1,0.005982290970077964,32,148.0,0,3.0
405,36,0.1,0.0066155226688038304,32,148.0,0,3.0
406,36,0.1,0.0033667873366867163,32,148.0,0,3.0
407,36,0.1,0.00725392173177053,32,148.0,0,3.0
408,36,0.1,0.009283857052850175,32,148.0,0,3.0
409,36,0.1,0.00811148662199812,32,148.0,0,3.0
410,36,0.1,0.009160262961254828,32,148.0,0,3.0
411,36,0.1,0.007666580655341204,32,148.0,0,3.0
412,36,0.1,0.006541508664618556,32,148.0,0,3.0
413,36,0.1,0.008144849351288341,32,148.0,0,3.0
414,36,0.1,0.006136833122426966,32,148.0,0,3.0
415,36,0.1,0.0071910368211157705,32,148.0,0,3.0
416,36,0.1,0.007155811314887517,32,148.0,0,3.0
417,36,0.1,0.004493383910450732,32,148.0,0,3.0
418,36,0.1,0.00523305664879592,32,148.0,0,3.0
419,36,0.1,0.005639048956226245,32,148.0,0,3.0
420,36,0.1,0.004131575518585673,32,148.0,0,3.0
421,36,0.1,0.00489951282313239,32,148.0,0,3.0
422,36,0.1,0.003045793594574131,32,148.0,0,3.0
423,36,0.1,0.006810025261377084,32,148.0,0,3.0
424,36,0.1,0.007445282075636217,32,148.0,0,3.0
425,36,0.1,0.004722731814455594,32,148.0,0,3.0
426,36,0.1,0.00711859637055523,32,148.0,0,3.0
427,36,0.1,0.0021246585321673672,32,148.0,0,3.0
428,36,0.1,0.004221254298721333,32,148.0,0,3.0
429,36,0.1,0.007942566159242603,32,148.0,0,3.0
430,36,0.1,0.005488733776582544,32,148.0,0,3.0
431,36,0.1,0.007722874143621605,32,148.0,0,3.0
432,36,0.1,0.004937695185871838,32,148.0,0,3.0
433,36,0.1,0.004668437768552081,32,148.0,0,3.0
434,36,0.1,0.006390491299531398,32,148.0,0,3.0
435,36,0.1,0.002869888971973711,32,148.0,0,3.0
436,36,0.1,0.003854609839031853,32,148.0,0,3.0
437,36,0.1,0.005558299311628212,32,148.0,0,3.0
438,36,0.1,0.006548566537427414,32,148.0,0,3.0
439,36,0.1,0.004725595857328568,32,148.0,0,3.0
440,36,0.1,0.004470604441795034,32,148.0,0,3.0
441,36,0.1,0.006110512653517475,32,148.0,0,3.0
442,36,0.1,0.004722891274010488,32,148.0,0,3.0
443,36,0.1,0.008756878311010796,32,148.0,0,3.0
444,36,0.1,0.005642318032370919,32,148.0,0,3.0
445,36,0.1,0.007439827786850817,32,148.0,0,3.0
446,36,0.1,0.006828538140575935,32,148.0,0,3.0
447,36,0.1,0.006393759625809681,32,148.0,0,3.0
448,36,0.1,0.004482613829744797,32,148.0,0,3.0
449,36,0.1,0.004352589358198267,32,148.0,0,3.0
450,36,0.1,0.005326938002455428,32,79.0,0,4.0
451,36,0.1,0.00784420091001059,32,79.0,0,4.0
452,36,0.1,0.009353375849989742,32,79.0,0,4.0
453,36,0.1,0.007682765829422955,32,79.0,0,4.0
454,36,0.1,0.006754882589900979,32,79.0,0,4.0
455,36,0.1,0.009127325562425237,32,79.0,0,4.0
456,36,0.1,0.005585073307417421,32,79.0,0,4.0
457,36,0.1,0.005979623553844071,32,79.0,0,4.0
458,36,0.1,0.003780588011288999,32,79.0,0,4.0
459,36,0.1,0.008095227969501906,32,79.0,0,4.0
460,36,0.1,0.009153299877976417,32,79.0,0,4.0
461,36,0.1,0.006108913375397429,32,79.0,0,4.0
462,36,0.1,0.006680146431768841,32,79.0,0,4.0
463,36,0.1,0.006867309782764619,32,79.0,0,4.0
464,36,0.1,0.0030386874833659983,32,79.0,0,4.0
465,36,0.1,0.007064520943890318,32,79.0,0,4.0
466,36,0.1,0.005668456857133353,32,79.0,0,4.0
467,36,0.1,0.0029950816630972543,32,79.0,0,4.0
468,36,0.1,0.006847254181035156,32,79.0,0,4.0
469,36,0.1,0.0026766120106194724,32,79.0,1,4.0
470,36,0.1,0.0051381227178429745,32,79.0,0,4.0
471,36,0.1,0.007760761842545594,32,79.0,0,4.0
472,36,0.1,0.004943064323082114,32,79.0,0,4.0
473,36,0.1,0.00636712366813208,32,79.0,0,4.0
474,36,0.1,0.004225925698697175,32,79.0,0,4.0
475,36,0.1,0.0028912640140846824,32,79.0,0,4.0
476,36,0.1,0.006014045885553432,32,79.0,0,4.0
